molregno,doc_id,canonical_smiles,compound_name,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,acd_most_bpka,acd_logp,acd_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,max_phase,therapeutic_flag,structure_type,molecule_type,first_approval,natural_product,availability_type,withdrawn_flag,rn
675128,-1,Cl.CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,Levobunolol Hydrochloride,291.39,2.36,4,2,58.56,6,N,0,9.52,1.96,-0.12,BASE,327.85,1,21,0,0.85,291.1834,C17H26ClNO3,4,2,0,4,1,MOL,Small molecule,1985,0,1,0,1
675700,100207,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)C,DIFLUPREDNATE,508.55,3.11,7,1,106.97,8,N,1,,2.94,2.94,NEUTRAL,508.55,0,36,1,0.5,508.2273,C27H34F2O7,7,1,0,4,1,MOL,Small molecule,2008,1,1,0,1
675703,100207,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(=C\c3csc(C)n3)\C,IXABEPILONE,506.7,3.13,6,3,140.29,2,N,1,2.76,2.71,2.71,NEUTRAL,506.7,1,35,0,0.56,506.2814,C27H42N2O5S,7,3,0,4,1,MOL,Small molecule,2007,1,1,0,1
84624,64740,Nc1nc(cs1)\C(=N\O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)C=C,Cefdinir,395.41,-0.17,9,4,211.74,5,N,0,2.03,-1.78,-5.48,ACID,395.41,1,26,4,0.23,395.0358,C14H13N5O5S2,10,5,0,4,1,MOL,Small molecule,1997,1,1,0,1
8543,59306,CC(C)NCC(O)COc1cccc2[nH]ccc12,Pindolol,248.32,1.93,3,3,57.28,6,N,0,9.54,1.68,-0.5,BASE,248.32,2,18,0,0.73,248.1525,C14H20N2O2,4,3,0,4,1,MOL,Small molecule,1982,0,1,0,1
88316,-1,NCC1(CC(=O)O)CCCCC1,Gabapentin,171.24,-1.49,3,2,63.31,3,N,0,10.27,1.08,-1.42,ZWITTERION,171.24,0,12,0,0.54,171.1259,C9H17NO2,3,3,0,4,1,MOL,Small molecule,1993,0,1,0,1
92412,-1,CCN(CC)C(=O)\C(=C\c1cc(O)c(O)c(c1)[N+](=O)[O-])\C#N,Entacapone,305.29,1.66,6,2,130.38,5,N,0,,2.12,0.1,ACID,305.29,1,22,5,0.28,305.1012,C14H15N3O5,8,2,0,4,1,MOL,Small molecule,1999,0,1,0,1
96107,100207,C\C(=C(/C#N)\C(=O)Nc1ccc(cc1)C(F)(F)F)\O,TERIFLUNOMIDE,270.21,2.09,3,2,73.12,3,N,0,,1.52,-0.91,ACID,270.21,1,19,3,0.5,270.0616,C12H9F3N2O2,4,2,0,4,1,MOL,Small molecule,2012,0,1,0,1
109797,-1,[K+].CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nn[n-]n4,Losartan Potassium,422.91,4.24,5,2,92.51,8,N,0,4.39,3.46,1.48,ACID,461,4,30,0,0.44,422.1622,C22H22ClKN6O,7,2,0,4,1,MOL,Small molecule,1995,0,1,0,1
119162,100208,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,NEPAFENAC,254.28,1.52,3,2,86.18,4,N,0,0.46,1.04,1.04,NEUTRAL,254.28,2,19,2,0.64,254.1055,C15H14N2O2,4,4,0,4,1,MOL,Small molecule,2005,0,1,0,1
123693,100208,[Na+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,DICLOFENAC SODIUM,296.15,4.37,3,2,49.33,4,N,0,,4.55,1.44,ACID,318.13,2,19,0,0.88,295.0167,C14H10Cl2NNaO2,3,2,0,4,1,MOL,Small molecule,1988,0,1,0,1
1355857,-1,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C.OC(C(O)C(=O)O)C(=O)O,Dihydrocodeine Bitartrate,301.38,1.95,4,1,41.93,1,N,0,8.43,0.61,-0.52,NEUTRAL,451.47,1,22,0,0.86,301.1678,C22H29NO9,4,1,0,4,1,MOL,Small molecule,1983,1,1,0,1
1376143,100208,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1c3ccc(Br)cc3,MACITENTAN,588.27,3.67,8,2,136.6,11,N,1,1.71,3.6,1.74,ACID,588.27,3,32,1,0.32,585.9633,C19H20Br2N6O4S,10,2,0,4,1,MOL,Small molecule,2010,0,1,0,1
1377970,-1,COc1nc2ccc(Br)cc2cc1[C@@H](c3ccccc3)[C@@](O)(CCN(C)C)c4cccc5ccccc45.OC(=O)\C=C\C(=O)O,Bedaquiline Fumarate,555.5,6.93,4,1,45.59,8,N,2,9.31,7.71,6.17,BASE,671.58,5,37,0,0.23,554.1569,C36H35BrN2O6,4,1,1,4,1,MOL,Small molecule,2012,0,1,0,1
141484,100207,NC(CCC(=O)O)C=C,VIGABATRIN,129.16,-2.43,3,2,63.31,4,N,0,10.61,-0.3,-2.8,ZWITTERION,129.16,0,9,1,0.42,129.079,C6H11NO2,3,3,0,4,1,MOL,Small molecule,2009,0,1,0,1
1540509,-1,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)Oc3ccccc3.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn4cnc5c(N)ncnc45)Oc6ccccc6.OC(=O)\C=C\C(=O)O,Tenofovir Alafenamide Fumarate,476.47,1.53,9,2,153.29,12,N,0,4.21,3.16,3.16,NEUTRAL,1069,3,33,2,0.29,476.1937,C46H62N12O14P2,11,3,1,4,1,MOL,Small molecule,2015,1,1,0,1
1543375,100208,O.CS(=O)(=O)O.O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45,Dolasetron Mesylate,324.37,2.04,4,1,62.4,3,N,0,6.22,2.57,2.54,NEUTRAL,438.49,2,24,1,0.88,324.1474,C20H26N2O7S,5,1,0,4,1,MOL,Small molecule,1997,0,1,0,1
170395,-1,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2,Oxybutynin Chloride,357.49,4.65,4,1,49.77,10,N,0,8.24,5.05,4.15,NEUTRAL,393.95,1,26,2,0.49,357.2304,C22H32ClNO3,4,1,0,4,1,MOL,Small molecule,1975,0,1,0,1
187372,100207,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)B(O)O,BORTEZOMIB,,,,,,,,,,,,,384.24,,,,,,C19H25BN4O4,,,,4,1,MOL,Small molecule,2003,0,1,0,1
191342,84147,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,,310.82,4.21,2,1,24.92,0,N,0,10.27,3.5,0.84,BASE,310.82,2,22,0,0.79,310.1237,C19H19ClN2,2,1,0,4,1,MOL,Small molecule,2001,0,1,0,1
21523,100117,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,ZAFIRLUKAST,575.68,6.3,6,2,124.11,9,N,2,0.73,5.04,3.17,ACID,575.68,4,41,0,0.24,575.209,C31H33N3O6S,9,2,1,4,1,MOL,Small molecule,1996,0,1,0,1
263453,100208,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-],ISOSORBIDE MONONITRATE,191.14,1,6,1,93.74,2,N,0,,-0.18,-0.18,NEUTRAL,191.14,0,13,2,0.52,191.043,C6H9NO6,7,1,0,4,1,MOL,Small molecule,1991,1,1,0,1
27419,100208,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,TRIAZOLAM,343.21,4.18,3,0,43.07,1,N,0,2.29,2.08,2.08,NEUTRAL,343.21,3,23,0,0.67,342.0439,C17H12Cl2N4,4,0,0,4,1,MOL,Small molecule,1978,0,1,1,1
30602,-1,[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@@H]12,Pravastatin Sodium,424.53,2.16,7,4,124.29,11,N,0,,2.21,-0.88,ACID,446.51,0,30,1,0.38,424.2461,C23H35NaO7,7,4,0,4,1,MOL,Small molecule,1991,1,1,0,1
334337,94010,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(C5)c7ccc(F)cc7F)cc4,,700.78,5.1,9,1,111.79,12,N,2,6.51,4.67,4.57,NEUTRAL,700.78,4,51,0,0.22,700.3297,C37H42F2N8O4,12,1,2,4,1,MOL,Small molecule,2006,0,1,0,1
365189,64420,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,Rifampicin (Rifampin),822.94,3.26,15,6,220.14,5,N,3,7.3,2.05,-0.46,ACID,822.94,2,59,4,0.11,822.4051,C43H58N4O12,16,6,2,4,1,MOL,Small molecule,1971,1,1,0,1
3730,75454,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,METHYLDOPA,211.21,-1.78,5,4,103.78,3,N,0,8.85,-0.74,-3.26,ZWITTERION,211.21,1,15,1,0.44,211.0845,C10H13NO4,5,5,0,4,1,MOL,Small molecule,1962,0,1,0,1
397074,59306,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C,Rifabutin,847,3.93,14,5,205.54,5,N,2,9.5,4.49,1.92,ZWITTERION,847,1,61,1,0.27,846.4415,C46H62N4O11,15,5,1,4,1,MOL,Small molecule,1992,1,1,0,1
456123,-1,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].COCCO[C@H]1[C@@H](O)[C@H](COP(=O)([O-])S[C@H]2[C@H](COP(=O)([O-])S[C@H]3[C@H](COP(=O)([O-])S[C@H]4[C@H](COP(=O)([O-])S[C@@H]5[C@@H](COP(=O)([O-])S[C@H]6C[C@@H](O[C@@H]6COP(=O)([O-])S[C@H]7C[C@@H](O[C@@H]7COP(=O)([O-])S[C@H]8C[C@@H](O[C@@H]8COP(=O)([O-])S[C@H]9C[C@@H](O[C@@H]9COP(=O)([O-])S[C@H]%10C[C@@H](O[C@@H]%10COP(=O)([O-])S[C@H]%11C[C@@H](O[C@@H]%11COP(=O)([O-])S[C@H]%12C[C@@H](O[C@@H]%12COP(=O)([O-])S[C@H]%13C[C@@H](O[C@@H]%13COP(=O)([O-])S[C@H]%14C[C@@H](O[C@@H]%14COP(=O)([O-])S[C@H]%15C[C@@H](O[C@@H]%15COP(=O)([O-])S[C@@H]%16[C@@H](COP(=O)([O-])S[C@@H]%17[C@@H](COP(=O)([O-])S[C@@H]%18[C@@H](COP(=O)([O-])S[C@@H]%19[C@@H](COP(=O)([O-])S[C@@H]%20[C@@H](CO)O[C@H]([C@@H]%20OCCOC)n%21cnc%22C(=O)NC(=Nc%21%22)N)O[C@H]([C@@H]%19OCCOC)N%23C=C(C)C(=NC%23=O)N)O[C@H]([C@@H]%18OCCOC)N%24C=C(C)C(=NC%24=O)N)O[C@H]([C@@H]%17OCCOC)N%25C=C(C)C(=O)NC%25=O)O[C@H]([C@@H]%16OCCOC)N%26C=C(C)C(=NC%26=O)N)n%27cnc%28c%27ncnc%28N)n%29cnc%30C(=O)NC(=Nc%29%30)N)N%31C=C(C)C(=O)NC%31=O)N%32C=C(C)C(=NC%32=O)N)N%33C=C(C)C(=O)NC%33=O)n%34cnc%35C(=O)NC(=Nc%34%35)N)N%36C=C(C)C(=NC%36=O)N)N%37C=C(C)C(=O)NC%37=O)N%38C=C(C)C(=O)NC%38=O)N%39C=C(C)C(=NC%39=O)N)O[C@H]([C@@H]5OCCOC)n%40cnc%41C(=O)NC(=Nc%40%41)N)O[C@@H]([C@H]4OCCOC)N%42C=C(C)C(=NC%42=O)N)O[C@@H]([C@H]3OCCOC)n%43cnc%44c%43ncnc%44N)O[C@@H]([C@H]2OCCOC)N%45C=C(C)C(=NC%45=O)N)O[C@@H]1N%46C=C(C)C(=NC%46=O)N,Mipomersen Sodium,7177.15,,,,,,,,,,,,7594.8,,,,,7172.0917,C230H305N67Na19O122P19S19,,,,4,1,MOL,Oligonucleotide,2013,0,1,0,1
486789,100207,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,ISRADIPINE,371.39,2.17,7,1,103.55,6,N,0,2.56,3.73,3.73,NEUTRAL,371.39,2,27,1,0.78,371.1481,C19H21N3O5,8,1,0,4,1,MOL,Small molecule,1990,0,1,0,1
498105,-1,FC(F)(F)C(F)(F)C(F)(F)F,Perflutren,188.02,2.69,0,0,0,2,Y,0,,2.77,2.77,,188.02,0,11,1,0.58,187.9872,C3F8,0,0,0,4,0,MOL,Small molecule,2001,0,1,0,1
504310,-1,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,Mitotane,320.04,5.75,0,0,0,3,N,1,,5.41,5.41,,320.04,2,18,1,0.63,317.9537,C14H10Cl4,0,0,1,4,1,MOL,Small molecule,1970,0,1,0,1
545509,100208,Cl.COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,DILTIAZEM HYDROCHLORIDE,414.52,3.09,6,0,84.38,7,N,0,8.94,4.73,3.36,BASE,450.98,2,29,1,0.65,414.1613,C22H27ClN2O4S,6,0,0,4,1,MOL,Small molecule,1982,0,1,0,1
583530,84147,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,,328.47,4.51,4,0,41.01,5,N,0,9.32,4.94,3.04,BASE,328.47,2,23,0,0.81,328.1609,C19H24N2OS,3,0,0,4,1,MOL,Small molecule,1982,0,0,0,1
674282,-1,C[C@@H]1O[C@@H]1P(=O)(O)[O-].[NH3+]C(CO)(CO)CO,Fosfomycin Tromethamine,138.06,-0.32,4,2,79.87,1,N,0,,-1.23,-5.04,ACID,259.19,0,8,1,0.49,138.0082,C7H18NO7P,4,2,0,4,1,MOL,Small molecule,1996,1,1,0,1
674294,100208,CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC.CC(C)(C)N,PERINDOPRIL ERBUMINE,368.47,-0.27,6,2,95.94,9,N,0,5.67,4.1,0.55,ACID,441.6,0,26,1,0.54,368.2311,C23H43N3O5,7,2,0,4,1,MOL,Small molecule,1993,0,1,0,1
674333,-1,O.Cl.CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,Bepridil Hydrochloride,366.54,5.27,3,0,15.71,10,N,1,9.21,5.44,3.7,BASE,421.02,2,27,0,0.57,366.2671,C24H37ClN2O2,3,0,1,4,1,MOL,Small molecule,1990,0,0,0,1
674336,-1,Cl.O[C@@H](CNCCCCc1ccc(O)cc1)c2ccc(O)c(O)c2,Arbutamine Hydrochloride,317.38,2.95,5,5,92.95,8,N,0,9.18,1.38,-0.48,BASE,353.84,2,23,2,0.38,317.1627,C18H24ClNO4,5,5,0,4,0,MOL,Small molecule,1997,0,0,0,1
674433,-1,[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O,Cefoperazone Sodium,645.67,-0.79,13,4,270.85,9,N,2,0.67,-1.11,-4.82,ACID,667.65,2,44,3,0.15,645.1424,C25H26N9NaO8S2,17,4,1,4,1,MOL,Small molecule,1982,1,0,0,1
674478,100208,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(OC)cc5C4Cc6ccc(OC)c(OC)c6)cc1OC.[O-]S(=O)(=O)c7ccccc7.[O-]S(=O)(=O)c8ccccc8,ATRACURIUM BESYLATE,929.14,5.81,12,0,126.44,26,N,3,,-0.27,-0.27,,1243.48,4,67,3,0.04,928.5085,C65H82N2O18S2,14,0,2,4,1,MOL,Small molecule,1983,0,1,0,1
674599,-1,[Br-].CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6,Rocuronium Bromide,529.77,2.7,5,1,59,6,N,1,7.28,-0.21,-0.4,NEUTRAL,609.68,0,38,3,0.33,529.4005,C32H53BrN2O4,6,1,0,4,1,MOL,Small molecule,1994,1,1,0,1
674708,100208,[Br-].[Br-].CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6,PANCURONIUM BROMIDE,572.86,2.79,4,0,52.6,6,N,1,,-1.18,-1.18,,732.67,0,41,2,0.36,572.4553,C35H60Br2N2O4,6,0,0,4,1,MOL,Small molecule,1972,1,1,0,1
674883,-1,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,Iopamidol,777.09,-1.19,8,8,188.44,10,N,2,,-2.55,-2.54,NEUTRAL,777.09,1,31,1,0.14,776.8541,C17H22I3N3O8,11,8,2,4,0,MOL,Small molecule,1985,0,1,0,1
674973,-1,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,Phenazopyridine Hydrochloride,213.24,2.63,5,2,89.65,2,N,0,4.16,2.21,2.21,NEUTRAL,249.7,2,16,1,0.75,213.1014,C11H12ClN5,5,4,0,4,1,MOL,Small molecule,1987,0,0,0,1
675071,-1,Cl.CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC,Remifentanil Hydrochloride,376.45,1.67,6,0,76.15,9,N,0,6.65,1.79,1.75,NEUTRAL,412.91,1,27,1,0.61,376.1998,C20H29ClN2O5,7,0,0,4,1,MOL,Small molecule,1996,0,1,0,1
675083,-1,Cl.O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,Nalbuphine Hydrochloride,357.44,2.12,5,3,73.16,2,N,0,7.35,1.22,0.81,NEUTRAL,393.9,1,26,0,0.76,357.194,C21H28ClNO4,5,3,0,4,1,MOL,Small molecule,1979,1,1,0,1
685006,-1,[Na+].C[C@@H]1CCO[C@H]2CN3C=C(C(=O)NCc4ccc(F)cc4F)C(=O)C(=C3C(=O)N12)[O-],DOLUTEGRAVIR SODIUM,419.38,0.3,6,2,99.18,3,N,0,,0.4,-2.26,ACID,441.36,1,30,1,0.68,419.1293,C20H18F2N3NaO5,8,2,0,4,1,MOL,Small molecule,2013,0,1,0,1
1078532,100207,[Na+].[Na+].[O-]S(=O)(=O)Oc1ccc(cc1)C(c2ccc(OS(=O)(=O)[O-])cc2)c3ccccn3,SODIUM PICOSULFATE,437.44,2.89,9,2,156.85,7,N,0,4.69,0.88,-3.62,ACID,481.41,3,29,1,0.53,437.0239,C18H13NNa2O8S2,9,2,0,4,0,MOL,Small molecule,2012,0,1,0,1
134333,84147,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,,338.77,1.38,4,3,117.87,2,N,0,,0.7,0.7,NEUTRAL,338.77,2,22,0,0.77,338.0128,C14H11ClN2O4S,6,4,0,4,1,MOL,Small molecule,1960,0,1,0,1
13758,75456,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,FLUCONAZOLE,306.27,0.75,5,1,81.65,5,N,0,2.94,0.45,0.45,NEUTRAL,306.27,3,22,0,0.75,306.1041,C13H12F2N6O,7,1,0,4,1,MOL,Small molecule,1990,0,1,0,1
1382812,-1,Cl.CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,Ranitidine Hydrochloride,314.4,1.04,6,2,111.55,10,N,0,8.36,-0.07,-1.07,NEUTRAL,350.86,1,21,3,0.38,314.1413,C13H23ClN4O3S,7,2,0,4,1,MOL,Small molecule,1983,0,2,0,1
144744,51887,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc2ccc(O)c(O)c2,SID144203761,302.36,4.71,4,4,80.92,5,N,0,,3.52,3.51,NEUTRAL,302.36,2,22,1,0.6,302.1518,C18H22O4,4,4,0,0,0,MOL,Small molecule,,-1,-1,0,1
1570706,-1,CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,CERITINIB,558.14,6.48,8,3,113.61,9,N,2,10.16,4.7,2.08,BASE,558.14,3,38,0,0.27,557.2227,C28H36ClN5O3S,8,3,1,4,1,MOL,Small molecule,2014,0,1,0,1
16591,64810,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,Ketoprofen,254.28,3.36,3,1,54.37,4,N,0,,2.91,-0.16,ACID,254.28,2,19,1,0.85,254.0943,C16H14O3,3,1,0,4,1,MOL,Small molecule,1986,0,2,0,1
189203,59306,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,Ramipril,416.51,0.31,6,2,95.94,10,N,0,5.44,4.37,0.81,ACID,416.51,1,30,1,0.53,416.2311,C23H32N2O5,7,2,0,4,1,MOL,Small molecule,1991,0,1,0,1
241,64461,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,Ciprofloxacin,331.34,-1.27,6,2,72.88,3,N,0,8.68,1.63,-0.29,ZWITTERION,331.34,1,24,1,0.67,331.1332,C17H18FN3O3,6,2,0,4,1,MOL,Small molecule,1987,0,1,0,1
24418,-1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4.CS(=O)(=O)O,,670.84,3.67,7,5,166.74,13,N,1,6.3,5.08,5.05,NEUTRAL,766.95,3,49,0,0.19,670.3843,C39H54N6O8S,11,6,2,4,1,MOL,Small molecule,1995,0,1,0,1
248669,84147,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,,452.59,5.31,5,2,78.87,10,N,1,5.78,4.88,1.99,ACID,452.59,2,33,0,0.51,452.2675,C27H36N2O4,6,2,1,4,1,MOL,Small molecule,1997,0,1,0,1
267825,100208,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+](=O)[O-],TOLCAPONE,273.24,3.13,5,2,103.35,3,N,0,,3.02,0.76,ACID,273.24,2,20,4,0.39,273.0637,C14H11NO5,6,2,0,4,1,MOL,Small molecule,1998,0,1,1,1
305519,64742,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Ampicillin,349.4,-2.3,6,3,138.03,4,N,0,6.81,1.48,-1.84,ACID,349.4,1,24,1,0.52,349.1096,C16H19N3O4S,7,4,0,4,1,MOL,Small molecule,1965,1,1,0,1
321696,75455,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,ROFLUMILAST,403.21,4.4,4,1,60.45,7,N,0,0.41,2.31,2.3,NEUTRAL,403.21,2,26,0,0.75,402.035,C17H14Cl2F2N2O3,5,1,0,4,1,MOL,Small molecule,2011,0,1,0,1
33216,100207,C\C(=C\C=C\C(=C\C(=O)O)\C)\C=C\C1=C(C)CCCC1(C)C,ALITRETINOIN,300.44,5.55,2,1,37.29,5,N,1,,6.26,3.63,ACID,300.44,0,22,2,0.53,300.2089,C20H28O2,2,1,1,4,1,MOL,Small molecule,1999,1,1,0,1
33986,100208,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,LAMIVUDINE,229.26,-0.59,6,2,113.45,2,N,0,4.18,-0.51,-0.51,NEUTRAL,229.26,0,15,0,0.65,229.0521,C8H11N3O3S,6,3,0,4,1,MOL,Small molecule,1995,1,1,0,1
35271,100207,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](O)[C@@H]2O,MUPIROCIN,500.62,2.74,9,4,146.05,17,N,1,,2.24,-0.36,ACID,500.62,0,35,3,0.13,500.2985,C26H44O9,9,4,0,4,1,MOL,Small molecule,1987,1,1,0,1
361469,100208,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,DASATINIB,488.01,3.44,8,3,134.75,7,N,0,7.29,0.14,-0.27,NEUTRAL,488.01,3,33,0,0.46,487.1557,C22H26ClN7O2S,9,3,0,4,1,MOL,Small molecule,2006,0,1,0,1
405364,90849,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,,337.46,4.87,2,1,46.26,0,N,0,,4.94,4.94,NEUTRAL,337.46,1,25,1,0.69,337.2042,C22H27NO2,3,1,0,4,1,MOL,Small molecule,1976,1,1,0,1
421058,100207,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,FLUNISOLIDE,434.5,0.87,6,2,93.06,2,N,0,,2.04,2.04,NEUTRAL,434.5,0,31,0,0.67,434.2105,C24H31FO6,6,2,0,4,1,MOL,Small molecule,1981,1,1,0,1
426067,-1,Cl.OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3,Diphenidol Hydrochloride,309.45,4.39,2,1,23.47,6,N,0,9.74,3.13,0.87,BASE,345.91,2,23,0,0.86,309.2093,C21H28ClNO,2,1,0,4,1,MOL,Small molecule,1967,0,0,0,1
435293,-1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c3cccc(O)c3,Alvimopan,424.53,0.51,5,3,89.87,8,N,0,7.98,2.98,0.35,ACID,424.53,2,31,0,0.58,424.2362,C25H32N2O4,6,3,0,4,1,MOL,Small molecule,2008,0,1,0,1
46727,75454,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,NATEGLINIDE,317.42,3.98,3,2,66.4,6,N,0,,2.35,-1.25,ACID,317.42,1,23,0,0.83,317.1991,C19H27NO3,4,2,0,4,1,MOL,Small molecule,2000,0,1,0,1
47675,100208,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(I)C(=O)NC2=O,IDOXURIDINE,354.1,-1.4,5,3,99.1,2,N,0,,-0.59,-0.71,NEUTRAL,354.1,0,17,1,0.53,353.9713,C9H11IN2O5,7,3,0,4,1,MOL,Small molecule,1963,1,1,0,1
