molregno,doc_id,company,country,dosage_form,route,trade_name,approval_date,ad_type,oral,topical,parenteral,rn
674727,100208,Amgen,USA,TABLET,ORAL,SENSIPAR,2004-03-08,RX,1,0,0,1
674742,100208,Merck,USA,SOLUTION/DROPS,OPHTHALMIC,VISINE L.R.,1989-03-31,OTC,0,1,0,1
674788,-1,Alcon Labs.,USA,SUSPENSION/DROPS,OPHTHALMIC,BETAXON,2000-02-23,DISCN,0,1,0,1
674796,100208,Bristol-Myers Squibb,USA,CREAM,TOPICAL,HALOG-E,1982-01-01,DISCN,0,1,0,1
674859,-1,Bristol-Myers Squibb,USA,CREAM,TOPICAL,HALOBETASOL PROPIONATE,2004-12-16,RX,0,1,0,1
674886,-1,Pfizer,USA,"TABLET, EXTENDED RELEASE",ORAL,DARIFENACIN HYDROBROMIDE,2015-03-13,RX,1,0,0,1
674888,-1,Remedy Pharmaceuticals,USA,INJECTABLE,IV (INFUSION),SYNERCID,1999-09-21,RX,0,0,1,1
674913,-1,Bristol-Myers Squibb,USA,INJECTABLE,INJECTION,CEFEPIME AND DEXTROSE IN DUPLEX CONTAINER,2010-05-06,RX,0,0,1,1
674914,100207,Allergan,USA,SOLUTION/DROPS,OPHTHALMIC,LUMIGAN,2010-08-31,RX,0,1,0,1
674923,-1,SanofiAventis,France,SYRUP,ORAL,ULO,1982-01-01,DISCN,1,0,0,1
674940,100207,Merck,USA,CREAM,TOPICAL,ALCLOMETASONE DIPROPIONATE,2005-07-12,RX,0,1,0,1
674989,-1,Merck,USA,CREAM,TOPICAL,AKRINOL,1982-01-01,DISCN,0,1,0,1
675090,44874,Scotia Pharmaceuticals,UK,TABLET,ORAL,MEGESTROL ACETATE,1996-08-16,RX,1,0,0,1
675101,92167,GlaxoSmithKline,UK,TABLET,ORAL,TREXIMET,2015-05-14,RX,1,0,0,1
675138,66581,Pfizer,USA,TABLET,ORAL,SELZENTRY,2016-11-04,RX,1,0,0,1
675383,100207,SanofiAventis,France,INJECTABLE,INJECTION,LANTUS,2000-04-20,RX,0,0,1,1
675496,-1,Baxter Healthcare Corp.,USA,OINTMENT,TOPICAL,TRAVASE,1982-01-01,DISCN,0,1,0,1
675703,100207,Bristol-Myers Squibb,USA,INJECTABLE,IV (INFUSION),IXEMPRA KIT,2007-10-16,RX,0,0,1,1
699416,100208,Grunenthal,Germany,"TABLET, ORALLY DISINTEGRATING",ORAL,RYBIX ODT,2005-05-05,DISCN,1,0,0,1
716337,84147,Antigenics,USA,TABLET,ORAL,INLYTA,2012-01-27,RX,1,0,0,1
7714,76999,3M Pharmaceuticals,USA,"TABLET, ORALLY DISINTEGRATING",ORAL,RISPERDAL,2003-04-02,RX,1,0,0,1
85233,-1,Pfizer,USA,TABLET,ORAL,RESCRIPTOR,1997-04-04,RX,1,0,0,1
88232,89302,AstraZeneca,UK,TABLET,ORAL,IRESSA,2003-05-05,DISCN,1,0,0,1
93617,92137,Roche,Switzerland,TABLET,ORAL,TRACLEER,2001-11-20,RX,1,0,0,1
110803,35280,Merck,USA,"TABLET, CHEWABLE",ORAL,CHILDREN'S CLARITIN,2006-08-23,OTC,1,0,0,1
112480,99256,Walter Reed Army Institute of Research,USA,INJECTABLE,INJECTION,ETHYOL,1999-09-10,DISCN,0,0,1,1
12428,75953,Monsanto,USA,SOLUTION/DROPS,OPHTHALMIC,AZASITE,2007-04-27,RX,0,1,0,1
1355848,-1,Allergan,USA,SOLUTION/DROPS,OPHTHALMIC,ALPHAGAN P,2005-08-19,RX,0,1,0,1
136161,72295,Pfizer,USA,CAPSULE,ORAL,PREGABALIN,2012-07-03,RX,1,0,0,1
1376143,100208,Actelion,Switzerland,TABLET,ORAL,OPSUMIT,2013-10-18,RX,1,0,0,1
1377080,-1,Bristol-Myers Squibb,USA,INJECTABLE,INJECTION,CARDIOTEC,1990-12-19,DISCN,0,0,1,1
1380450,-1,Shaman,USA,"TABLET, DELAYED RELEASE",ORAL,FULYZAQ,2012-12-31,RX,1,0,0,1
15086,30099,Genta Inc,USA,"CAPSULE, EXTENDED RELEASE",ORAL,CARBAMAZEPINE,2011-11-25,RX,1,0,0,1
155045,59306,Pfizer,USA,TABLET,ORAL,AMOXAPINE,1992-08-28,RX,1,0,0,1
1623950,-1,Abbott Laboratories,USA,TABLET,ORAL,TECHNIVIE,2015-07-24,RX,1,0,0,1
187372,60864,Pharmacopeia,USA,INJECTABLE,"INTRAVENOUS, SUBCUTANEOUS",VELCADE,2003-05-13,RX,0,0,1,1
1926757,-1,Merck,USA,"TABLET, EXTENDED RELEASE",ORAL,TRINALIN,1982-03-23,DISCN,1,0,0,1
193281,44558,Roche,Switzerland,TABLET,ORAL,TETRABENAZINE,2016-02-03,RX,1,0,0,1
209829,100208,Poli Group,Italy,CAPSULE,ORAL,THIOTHIXENE,1987-06-23,RX,1,0,0,1
255347,59327,Genta Inc,USA,CAPSULE,ORAL,LAMPRENE,1986-12-15,RX,1,0,0,1
27570,75455,Bristol-Myers Squibb,USA,TABLET,ORAL,NADOLOL AND BENDROFLUMETHIAZIDE,2007-03-30,RX,1,0,0,1
27912,62870,Bayer-Schering,Germany,CREAM,TOPICAL,NORITATE,1997-09-26,RX,0,1,0,1
281549,100208,Scotia Pharmaceuticals,UK,CAPSULE,ORAL,ORFADIN,2002-01-18,RX,1,0,0,1
305519,62303,Pfizer,USA,CAPSULE,ORAL,OMNIPEN (AMPICILLIN),1982-01-01,DISCN,1,0,0,1
3183,6769,GlaxoSmithKline,UK,FILM,ORAL,ZUPLENZ,2010-07-02,RX,1,0,0,1
328153,30155,Scotia Pharmaceuticals,UK,TABLET,ORAL-20,ENOVID-E,1982-01-01,DISCN,1,0,0,1
366271,100208,Novogen,Australia,TABLET,ORAL,TYZEKA,2006-10-25,RX,1,0,0,1
366278,97643,Alcon Labs.,USA,SUSPENSION/DROPS,OPHTHALMIC,AZOPT,1998-04-01,RX,0,1,0,1
3730,51124,Merck,USA,TABLET,ORAL,METHYLDOPA AND HYDROCHLOROTHIAZIDE,1986-01-23,RX,1,0,0,1
394996,97712,Mallinckrodt,USA,TABLET,ORAL,INCIVEK,2011-05-23,DISCN,1,0,0,1
407354,-1,Pfizer,USA,TABLET,ORAL,CADUET,2004-01-30,RX,1,0,0,1
419601,52157,AstraZeneca,UK,"CAPSULE, DELAYED REL PELLETS",ORAL,OMEPRAZOLE,2009-03-16,RX,1,0,0,1
426067,-1,Sanwa,Japan,TABLET,ORAL,VONTROL,1982-01-01,DISCN,1,0,0,1
444077,-1,DuPont,USA,INJECTABLE,INJECTION,DOPAMINE HYDROCHLORIDE,1989-01-24,DISCN,0,0,1,1
446279,21400,Ferrer,Spain,INJECTABLE,INJECTION,DAUNORUBICIN HYDROCHLORIDE,2000-01-24,RX,0,0,1,1
44920,-1,Eli Lilly,USA,TABLET,ORAL,CIALIS,2003-11-21,RX,1,0,0,1
454576,44874,Sanwa,Japan,TABLET,ORAL,VELOSEF,1982-01-01,DISCN,1,0,0,1
485902,100208,Biogglan Labs,UK,TABLET,ORAL,CEFADROXIL,2006-03-30,RX,1,0,0,1
518361,100207,Pfizer,USA,INJECTABLE,INJECTION,DALGAN,1989-12-29,DISCN,0,0,1,1
529987,75466,GlaxoSmithKline,Spain,TABLET,ORAL,HYDROXYCHLOROQUINE SULFATE,2007-06-14,RX,1,0,0,1
547681,-1,Lacer,France,"TABLET, EXTENDED RELEASE",ORAL,GLUMETZA,2005-06-03,RX,1,0,0,1
553490,-1,SanofiAventis,France,"TABLET, EXTENDED RELEASE",ORAL,ALFUZOSIN HYDROCHLORIDE,2011-07-18,RX,1,0,0,1
583530,75428,Pfizer,USA,INJECTABLE,INJECTION,LEVOPROME,1982-01-01,DISCN,0,0,1,1
63100,-1,Celgene,USA,CAPSULE,ORAL,POMALYST,2013-02-08,RX,1,0,0,1
63649,100208,Celgene,USA,CAPSULE,ORAL,REVLIMID,2005-12-27,RX,1,0,0,1
674299,100208,Roche,Switzerland,CREAM,TOPICAL,EXELDERM,1989-02-28,RX,0,1,0,1
674327,-1,Carter-Wallace,USA,CREAM,TOPICAL,UTICORT,1982-01-01,DISCN,0,1,0,1
674361,100208,Roche,Switzerland,CAPSULE,ORAL,MATULANE,1982-01-01,RX,1,0,0,1
674408,100207,Mallinckrodt,USA,INJECTABLE,INJECTION,OPTIMARK,1999-12-08,RX,0,0,1,1
674449,-1,Monsanto,USA,INJECTABLE,INJECTION,TROVAN PRESERVATIVE FREE,1997-12-18,DISCN,0,0,1,1
674451,100208,Merck,USA,"AEROSOL, METERED",INHALATION,BECLOVENT,1982-01-01,DISCN,0,1,0,1
674474,-1,GlaxoSmithKline,UK,INJECTABLE,INJECTION,ANCEF IN DEXTROSE 5% IN PLASTIC CONTAINER,1983-06-08,DISCN,0,0,1,1
674558,-1,Angelini Group,Italy,INJECTABLE,INTRAVENOUS,IMAGENT,2002-05-31,DISCN,0,0,1,1
674685,-1,GlaxoSmithKline,UK,TABLET,ORAL,LEXIVA,2003-10-20,RX,1,0,0,1
674730,-1,Monsanto,USA,TABLET,ORAL,TROVAN,1997-12-18,DISCN,1,0,0,1
674740,-1,Merck,USA,TABLET,ORAL,TRICLOS,1982-01-01,DISCN,1,0,0,1
674813,100207,Alfa Wassermann,Italy,CAPSULE,ORAL,DEMSER,1982-01-01,RX,1,0,0,1
674816,100207,H. G. Pars Labs.,USA,SUSPENSION/DROPS,OPHTHALMIC,ALREX,1998-03-09,RX,0,1,0,1
674847,100208,Pfizer,USA,INJECTABLE,INJECTION,PROSTIN F2 ALPHA,1982-01-01,DISCN,0,0,1,1
674891,100208,Pfizer,USA,TABLET,ORAL,METOCLOPRAMIDE HYDROCHLORIDE,1995-12-28,RX,1,0,0,1
674942,-1,Monsanto,USA,TABLET,ORAL,GEOCILLIN,1982-01-01,DISCN,1,0,0,1
674954,-1,Pfizer,USA,TABLET,ORAL,RELPAX,2002-12-26,RX,1,0,0,1
675033,-1,Eli Lilly,USA,CAPSULE,ORAL,FLUOXETINE,2002-01-29,DISCN,1,0,0,1
675071,-1,GlobeImmune,USA,INJECTABLE,INJECTION,ULTIVA,1996-07-12,RX,0,0,1,1
675130,-1,GlaxoSmithKline,UK,TABLET,ORAL,TYKERB,2007-03-13,RX,1,0,0,1
675525,100207,Novartis,Switzerland,INJECTABLE,SUBCUTANEOUS,IPRIVASK,2003-04-04,RX,0,0,1,1
675603,-1,Advanced Magnetics Inc.,USA,SUSPENSION,ORAL,GASTROMARK,1996-12-06,DISCN,1,0,0,1
675608,100207,Merck,USA,INJECTABLE,INJECTION,ORGARAN,1996-12-24,DISCN,0,0,1,1
675680,100208,SRI International,USA,TABLET,ORAL,MULTAQ,2009-07-01,RX,1,0,0,1
675696,100207,Abbott Laboratories,USA,"CAPSULE, DELAYED RELEASE",ORAL,FENOFIBRIC ACID,2015-10-07,RX,1,0,0,1
685091,-1,Astellas,Japan,POWDER,IV (INFUSION),ZERBAXA,2014-12-19,RX,0,0,1,1
699421,-1,Astellas,Japan,INJECTABLE,IV (INFUSION),MYCAMINE,2005-03-16,RX,0,0,1,1
712273,5623,SanofiAventis,France,TABLET,ORAL,MIFEPREX,2000-09-28,RX,1,0,0,1
83515,38981,Gilead Sciences,USA,TABLET,ORAL,ADEFOVIR DIPIVOXIL,2013-08-29,RX,1,0,0,1
9217,14799,Ohmeda Pharm. Prods.,USA,TABLET,ORAL,ZYFLO,1996-12-09,DISCN,1,0,0,1
96107,75072,SanofiAventis,France,TABLET,ORAL,AUBAGIO,2012-09-12,RX,1,0,0,1
96595,75456,Asta Medica,Germany,TABLET,ORAL,MESNEX,2002-03-21,RX,1,0,0,1
